object_id,time,feature1
28,4,0.6746707832082026
28,5,0.6442155276575601
28,6,0.5829193111888192
28,7,0.5965714900239811
28,8,0.4900961192393956
28,9,0.3811539790657706
28,10,0.3951853839804956
28,11,0.2276554650349671
28,12,0.22465448990207823
28,13,0.22042665928873334
28,14,0.3535044571273032
28,15,0.3094079084993071
28,16,0.26682610145187957
28,17,0.28030344140001734
28,18,0.2543246958494145
28,19,0.28639555947368067
28,20,0.22417750321635072
28,21,0.19982616912515538
28,22,0.1648527170944768
28,23,0.06358495655917056
28,24,0.07475445828825039
28,25,0.1052789382307536
28,26,0.19040534358119793
28,27,0.32289461893630333
28,28,0.3261482419990494
28,29,0.36084509054901415
28,30,0.2818376756053857
28,31,0.1521908790526354
28,32,0.05315154069200361
28,33,0.04599096509644566
28,34,0.05932374743114047
28,35,0.08145494684784134
28,36,0.18843439662644398
28,37,0.12037149035620152
28,38,0.0821491347931986
28,39,0.2601182151599413
28,40,0.2755444538720637
